sequence number,asset,time (from exchange),ask,ask size,bid,bid size
943173694004800052,HEYANON-USD-SWAP-LIN,1747531438386,7.481,1899.9,7.425,7.425
100273885379251413,BERA-USD-SWAP-LIN,1747531438356,3.128,6595.3,3.111,3.111
942173684701128664,LMT-USD-SWAP-LIN,1747531438405,0.01893,401070.0,0.01856,0.01856
440173512300896034,LDO-USD-SWAP-LIN,1747531438407,0.9171,27352.0,0.9135,0.9135
645173512078025892,CREAM-USD-SWAP-LIN,1747531438385,1.816,1640.02,1.744,1.744
696173512047930265,MAV-USD-SWAP-LIN,1747531438443,0.06724,248915.0,0.06657,0.06657
100273885379251414,BERA-USD-SWAP-LIN,1747531438457,3.128,6595.3,3.111,3.111
745173511978468171,AIXBT-USD-SWAP-LIN,1747531438494,0.169616,139657.0,0.168779,0.168779
943173694004800053,HEYANON-USD-SWAP-LIN,1747531438486,7.481,1899.9,7.425,7.425
120173512383591211,OP-USD-SWAP-LIN,1747531438409,0.7029,46006.0,0.7001,0.7001
460173512161442951,SIGMA-USD-SWAP-LIN,1747531438435,0.019665,823702.0,0.019521,0.019521
825173511667857382,ORCA-USD-SWAP-LIN,1747531438403,2.5166,11864.0,2.5066,2.5066
942173684701128665,LMT-USD-SWAP-LIN,1747531438505,0.01893,401070.0,0.01856,0.01856
645173512078025893,CREAM-USD-SWAP-LIN,1747531438486,1.816,1640.02,1.744,1.744
440173512300896035,LDO-USD-SWAP-LIN,1747531438507,0.9171,27352.0,0.9135,0.9135
825173511667857383,ORCA-USD-SWAP-LIN,1747531438503,2.5166,11864.0,2.5066,2.5066
120173512383591212,OP-USD-SWAP-LIN,1747531438509,0.7029,46006.0,0.7001,0.7001
460173512161442952,SIGMA-USD-SWAP-LIN,1747531438535,0.019665,823702.0,0.019521,0.019521
696173512047930266,MAV-USD-SWAP-LIN,1747531438543,0.06724,248915.0,0.06657,0.06657
745173511978468172,AIXBT-USD-SWAP-LIN,1747531438594,0.169616,139657.0,0.168779,0.168779
943173694004800054,HEYANON-USD-SWAP-LIN,1747531438586,7.481,1899.9,7.425,7.425
100273885379251415,BERA-USD-SWAP-LIN,1747531438557,3.128,6595.3,3.111,3.111
