event time,asset,transaction time,ask,ask size,bid,bid size
1747689778628,ETHUSDT,1747689778629,2517.60,19.261,200.00,26.897
1747689778631,ETHUSDC,1747689778650,2543.19,31.940,2458.94,48.314
1747689778651,MOODENGUSDT,1747689778655,0.2467400,0,0.1727500,1272
1747689778661,1000PEPEUSDT,1747689778686,0.0132434,0,0.0122500,773316
1747689778680,XRPUSDT,1747689778700,2.3789,18266.8,2.3599,110207.3
1747689778688,DOGEUSDT,1747689778702,0.224040,73912,0.208670,26128
1747689778722,BTCUSDT,1747689778722,105282.50,0.130,1000.00,64.028
1747689778688,SOLUSDT,1747689778725,165.8600,431.20,132.5500,1.12
1747689778732,BTCUSDC,1747689778733,105381.9,0.357,103720.7,5.203
1747689778722,ETHUSDT,1747689778733,2519.23,3.185,2466.97,0.252
1747689778755,MOODENGUSDT,1747689778757,0.2468200,2911,0.2122200,61696
1747689778749,ETHUSDC,1747689778773,2543.19,31.940,2516.68,0.795
1747689778787,1000PEPEUSDT,1747689778789,0.0132440,12496,0.0132182,311111
1747689778764,XRPUSDT,1747689778804,2.3815,13071.4,2.3692,8506.2
1747689778800,DOGEUSDT,1747689778809,0.224020,108760,0.223670,140789
1747689778821,BTCUSDT,1747689778823,105275.60,0.000,1000.00,64.028
1747689778835,ETHUSDT,1747689778840,2517.33,41.068,200.00,26.897
1747689778850,BTCUSDC,1747689778850,105408.4,0.477,105200.7,7.729
1747689778858,MOODENGUSDT,1747689778860,0.2468000,420,0.2410400,680
1747689778850,ETHUSDC,1747689778878,2519.27,0.000,2514.25,0.000
1747689778890,SOLUSDT,1747689778891,165.7100,434.47,160.6300,5.23
1747689778890,1000PEPEUSDT,1747689778892,0.0132440,148377,0.0131866,2295787
1747689778913,XRPUSDT,1747689778914,2.3790,21718.2,2.3598,11868.3
1747689778914,DOGEUSDT,1747689778921,0.224020,108711,0.179210,316
1747689778925,BTCUSDT,1747689778926,105282.50,0.004,5000.00,0.736
1747689778942,ETHUSDT,1747689778943,2517.60,19.261,200.00,26.897
1747689778953,MOODENGUSDT,1747689778962,0.2468700,9530,0.2445300,3335
1747689778981,SOLUSDT,1747689778994,165.6900,632.45,162.6000,528.58
1747689778983,1000PEPEUSDT,1747689778995,0.0132440,11250,0.0132083,295557
1747689778983,ETHUSDC,1747689778998,2518.18,20.302,2014.54,0.000
1747689779012,XRPUSDT,1747689779017,2.3789,18249.8,2.3600,193833.5
1747689779021,BTCUSDT,1747689779027,105275.90,6.205,1000.00,64.028
1747689779027,BTCUSDC,1747689779033,105408.4,0.477,84240.2,0.000
1747689779042,DOGEUSDT,1747689779043,0.224030,61458,0.179210,276
1747689779046,ETHUSDT,1747689779047,2517.33,41.004,2441.84,0.000
1747689779079,MOODENGUSDT,1747689779089,0.2471300,6837,0.2465100,6049
1747689779069,1000PEPEUSDT,1747689779099,0.0132440,12496,0.0105952,661
1747689779101,SOLUSDT,1747689779111,165.7100,420.47,160.6300,3.81
1747689779111,XRPUSDT,1747689779121,2.3790,21401.2,2.3598,11749.5
1747689779121,BTCUSDT,1747689779130,105281.20,0.000,1000.00,64.028
1747689779115,BTCUSDC,1747689779142,105300.2,0.000,101342.2,1.172
1747689779146,ETHUSDT,1747689779148,2517.33,39.739,200.00,26.897
1747689779149,ETHUSDC,1747689779150,2543.19,31.940,2474.10,7.124
1747689779173,DOGEUSDT,1747689779184,0.224020,108546,0.221780,54101
1747689779189,MOODENGUSDT,1747689779190,0.2467900,2292,0.2286400,0
1747689779173,1000PEPEUSDT,1747689779202,0.0132440,14355,0.0105952,0
1747689779205,SOLUSDT,1747689779216,165.6900,632.47,132.5500,1.12
1747689779217,XRPUSDT,1747689779222,2.3789,12450.0,2.3599,109868.1
1747689779231,BTCUSDT,1747689779233,105278.20,0.000,5000.00,0.736
1747689779242,BTCUSDC,1747689779250,105408.4,0.477,101506.7,0.927
1747689779247,ETHUSDT,1747689779252,2517.33,40.034,200.00,26.897
1747689779276,DOGEUSDT,1747689779289,0.224020,108632,0.201610,9375
1747689779287,MOODENGUSDT,1747689779292,0.2467800,1985,0.2324100,10757
1747689779275,ETHUSDC,1747689779294,2518.18,20.310,2479.28,4.285
1747689779310,1000PEPEUSDT,1747689779313,0.0132440,111833,0.0119195,0
1747689779318,XRPUSDT,1747689779325,2.3789,12407.7,2.1409,41.1
1747689779321,SOLUSDT,1747689779326,165.6900,630.26,160.6300,5.23
1747689779329,BTCUSDT,1747689779335,105275.90,4.571,1000.00,64.028
1747689779345,BTCUSDC,1747689779353,105327.9,0.000,101603.4,1.364
1747689779355,ETHUSDT,1747689779355,2517.33,40.046,2013.86,0.000
1747689779329,ETHUSDC,1747689779400,2543.19,31.940,2481.57,6.680
1747689779402,MOODENGUSDT,1747689779403,0.2461000,0,0.2382800,152
1747689779402,DOGEUSDT,1747689779405,0.224020,87814,0.179210,316
1747689779411,1000PEPEUSDT,1747689779414,0.0132440,111423,0.0131780,1283113
1747689779431,XRPUSDT,1747689779432,2.3790,19164.7,2.3534,139.0
1747689779388,SOLUSDT,1747689779432,165.6900,630.26,162.9400,312.06
1747689779437,BTCUSDT,1747689779437,105284.70,0.116,1000.00,64.028
1747689779449,BTCUSDC,1747689779456,105408.4,0.477,105200.7,7.729
1747689779455,ETHUSDT,1747689779461,2517.54,0.574,200.00,26.897
1747689779495,MOODENGUSDT,1747689779505,0.2468100,22,0.2415900,89
1747689779498,DOGEUSDT,1747689779507,0.224020,87752,0.179210,276
1747689779511,1000PEPEUSDT,1747689779517,0.0132440,233310,0.0132289,740121
1747689779497,ETHUSDC,1747689779524,2528.10,0.000,2014.54,0.000
1747689779531,XRPUSDT,1747689779533,2.3789,12404.2,2.3464,9476.1
1747689779511,SOLUSDT,1747689779535,165.6900,664.41,160.6300,3.81
1747689779537,BTCUSDT,1747689779538,105275.90,4.569,5000.00,0.736
1747689779553,ETHUSDT,1747689779565,2517.58,0.234,200.00,26.897
1747689779570,BTCUSDC,1747689779583,105408.4,0.477,84240.2,0.000
1747689779603,MOODENGUSDT,1747689779608,0.2468200,25,0.2393600,54
1747689779606,DOGEUSDT,1747689779610,0.224050,99347,0.218750,777506
1747689779611,1000PEPEUSDT,1747689779622,0.0132440,234820,0.0132400,1103165
1747689779628,XRPUSDT,1747689779634,2.3789,12395.9,1.9031,416.2
1747689779638,BTCUSDT,1747689779639,105275.90,3.389,1000.00,64.028
1747689779649,ETHUSDC,1747689779650,2518.88,0.023,2457.69,38.268
1747689779641,SOLUSDT,1747689779650,165.6900,605.05,132.5500,1.18
1747689779663,ETHUSDT,1747689779669,2517.33,30.398,2457.22,0.586
1747689779677,BTCUSDC,1747689779686,105307.0,0.032,105200.7,7.754
1747689779706,MOODENGUSDT,1747689779709,0.2460600,0,0.2108500,0
1747689779712,DOGEUSDT,1747689779713,0.224020,32422,0.222330,6152
1747689779723,1000PEPEUSDT,1747689779725,0.0132440,0,0.0132089,0
1747689779737,XRPUSDT,1747689779738,2.3789,5349.8,1.9031,412.5
1747689779739,BTCUSDT,1747689779740,105275.90,0.000,5000.00,0.756
1747689779750,ETHUSDC,1747689779751,2518.18,0.000,2475.61,70.598
1747689779751,SOLUSDT,1747689779752,165.6900,0.00,132.5500,1.12
1747689779771,ETHUSDT,1747689779772,2517.33,0.000,200.00,26.897
1747689779789,BTCUSDC,1747689779790,105300.3,0.000,101374.7,0.000
1747689779808,MOODENGUSDT,1747689779810,0.2468100,0,0.2270200,6607
1747689779811,DOGEUSDT,1747689779814,0.224020,0,0.217630,3020
1747689779824,1000PEPEUSDT,1747689779826,0.0132446,0,0.0130594,0
1747689779840,BTCUSDT,1747689779841,105282.50,0.115,5000.00,0.776
1747689779842,XRPUSDT,1747689779845,2.3789,6065.2,2.3258,11782.6
1747689779850,ETHUSDC,1747689779852,2518.24,0.000,2485.33,0.000
1747689779852,SOLUSDT,1747689779853,165.7100,92.72,165.1700,64.81
1747689779872,ETHUSDT,1747689779873,2517.33,0.000,200.00,26.897
1747689779888,BTCUSDC,1747689779891,105312.0,0.363,101339.1,0.000
1747689779911,MOODENGUSDT,1747689779912,0.2468500,640,0.1728100,7109
1747689779913,DOGEUSDT,1747689779915,0.224040,86573,0.222380,44818
1747689779927,1000PEPEUSDT,1747689779928,0.0132441,243954,0.0131792,1974
1747689779941,BTCUSDT,1747689779942,105282.50,0.000,1000.00,64.028
1747689779946,XRPUSDT,1747689779947,2.3789,14367.3,2.1410,4616.2
1747689779944,ETHUSDC,1747689779953,2518.18,26.040,2481.15,181.558
1747689779949,SOLUSDT,1747689779954,165.7100,52.14,160.6500,239.25
1747689779973,ETHUSDT,1747689779974,2517.21,105.352,2460.29,0.020
1747689779991,BTCUSDC,1747689779992,105312.0,0.944,101339.1,1.172
1747689780009,MOODENGUSDT,1747689780015,0.2468600,1561,0.2387700,3802
1747689780014,DOGEUSDT,1747689780016,0.224030,61884,0.222670,41623
1747689780017,1000PEPEUSDT,1747689780030,0.0132441,101246,0.0132178,181341
1747689780042,BTCUSDT,1747689780044,105286.00,7.477,5000.00,0.736
1747689780043,XRPUSDT,1747689780048,2.3789,13148.0,2.3491,47112.5
1747689780047,ETHUSDC,1747689780055,2518.18,26.052,2482.92,36.116
1747689780050,SOLUSDT,1747689780057,165.7100,3.04,160.7300,27.21
1747689780074,ETHUSDT,1747689780075,2517.21,17.885,200.00,26.897
1747689780098,BTCUSDC,1747689780099,105314.0,0.075,105262.9,0.000
1747689780117,MOODENGUSDT,1747689780118,0.2468500,662,0.2352600,554
1747689780119,DOGEUSDT,1747689780120,0.224030,61958,0.177760,5868
1747689780132,1000PEPEUSDT,1747689780133,0.0132478,472057,0.0098812,45085
1747689780142,BTCUSDT,1747689780146,105286.00,7.007,5000.00,0.736
1747689780149,XRPUSDT,1747689780151,2.3791,15199.3,2.1217,38.8
1747689780139,ETHUSDC,1747689780156,2518.45,0.600,2458.80,1.155
1747689780160,SOLUSDT,1747689780161,165.7100,0.00,143.2000,50.94
1747689780173,ETHUSDT,1747689780176,2517.21,13.707,200.00,26.897
1747689780200,BTCUSDC,1747689780208,105315.0,0.003,105187.0,0.000
1747689780219,MOODENGUSDT,1747689780221,0.2468100,0,0.2327800,1704
1747689780225,DOGEUSDT,1747689780225,0.224080,124259,0.148690,5789
1747689780232,1000PEPEUSDT,1747689780237,0.0132441,99735,0.0098761,0
1747689780249,BTCUSDT,1747689780249,105286.00,7.000,1000.00,64.028
1747689780256,XRPUSDT,1747689780257,2.3670,0.0,2.1406,136.4
1747689780263,SOLUSDT,1747689780264,165.7200,11.72,143.1200,24.94
1747689780275,ETHUSDT,1747689780277,2517.21,10.587,2265.48,0.036
1747689780308,BTCUSDC,1747689780309,105312.0,0.000,104903.8,0.000
1747689780322,MOODENGUSDT,1747689780323,0.2468200,0,0.2364300,6225
1747689780325,DOGEUSDT,1747689780326,0.224030,0,0.148620,0
1747689780327,ETHUSDC,1747689780333,2518.18,4.295,2458.80,39.405
1747689780338,1000PEPEUSDT,1747689780339,0.0132441,0,0.0088155,0
1747689780349,BTCUSDT,1747689780350,105286.00,0.000,5000.00,0.756
1747689780358,XRPUSDT,1747689780359,2.3789,0.0,2.0505,115.6
1747689780365,SOLUSDT,1747689780366,165.7200,0.00,110.0300,1.00
1747689780379,ETHUSDT,1747689780380,2517.21,0.000,200.00,26.897
1747689780409,BTCUSDC,1747689780410,105312.1,0.000,104787.0,0.000
1747689780413,MOODENGUSDT,1747689780425,0.2468500,1206,0.2245900,7281
1747689780427,DOGEUSDT,1747689780428,0.224040,0,0.215670,31633
1747689780433,ETHUSDC,1747689780434,2518.18,0.000,2485.36,0.000
1747689780439,1000PEPEUSDT,1747689780441,0.0132458,0,0.0092721,540
1747689780450,BTCUSDT,1747689780451,105300.50,0.000,5000.00,0.756
1747689780459,XRPUSDT,1747689780460,2.3791,12274.8,2.1627,3976.0
1747689780464,SOLUSDT,1747689780467,165.7400,0.00,116.0100,10.95
1747689780480,ETHUSDT,1747689780481,2517.29,0.000,200.00,26.897
1747689780508,BTCUSDC,1747689780511,105300.2,0.000,101516.7,0.000
1747689780519,MOODENGUSDT,1747689780528,0.2468000,540,0.2398400,8031
1747689780524,DOGEUSDT,1747689780532,0.224060,86938,0.214900,47585
1747689780520,ETHUSDC,1747689780535,2518.26,35.928,2266.59,0.016
1747689780541,1000PEPEUSDT,1747689780542,0.0132461,0,0.0092721,0
1747689780551,BTCUSDT,1747689780552,105275.90,0.000,1000.00,64.028
1747689780559,XRPUSDT,1747689780561,2.3791,16448.8,2.2883,28096.1
1747689780567,SOLUSDT,1747689780568,165.7500,131.58,116.0200,0.00
1747689780582,ETHUSDT,1747689780582,2517.40,66.692,2406.31,3.496
1747689780612,BTCUSDC,1747689780613,105332.0,0.698,101516.7,1.170
1747689780632,DOGEUSDT,1747689780633,0.224080,40461,0.215890,16439
1747689780627,MOODENGUSDT,1747689780634,0.2468000,0,0.2360900,154
1747689780637,ETHUSDC,1747689780638,2518.26,35.940,2480.23,0.372
1747689780632,1000PEPEUSDT,1747689780644,0.0132463,16787,0.0115071,0
1747689780655,BTCUSDT,1747689780655,105304.60,9.206,5000.00,0.736
1747689780661,XRPUSDT,1747689780662,2.3792,6397.0,2.2848,220.9
1747689780664,SOLUSDT,1747689780669,165.7500,131.52,159.9000,180.35
1747689780682,ETHUSDT,1747689780683,2517.40,66.704,200.00,26.897
1747689780712,BTCUSDC,1747689780715,105332.9,0.005,105176.0,0.070
1747689780736,DOGEUSDT,1747689780737,0.224060,87297,0.222820,426846
1747689780725,MOODENGUSDT,1747689780737,0.2468200,0,0.2357300,99
1747689780739,ETHUSDC,1747689780749,2518.26,36.011,2334.32,0.000
1747689780746,1000PEPEUSDT,1747689780748,0.0132463,116787,0.0129148,83373
1747689780755,BTCUSDT,1747689780756,105304.60,9.398,5000.00,0.736
1747689780765,XRPUSDT,1747689780767,2.3791,17268.8,2.3317,250.6
1747689780773,SOLUSDT,1747689780778,165.7500,153.42,160.6900,15.71
1747689780784,ETHUSDT,1747689780786,2517.40,72.981,200.00,26.897
1747689780815,BTCUSDC,1747689780816,105332.0,1.283,105035.8,0.000
1747689780837,MOODENGUSDT,1747689780840,0.2468100,2296,0.2392200,12858
1747689780833,DOGEUSDT,1747689780841,0.224050,84532,0.222390,369086
1747689780843,1000PEPEUSDT,1747689780851,0.0132463,115277,0.0126863,63660
1747689780839,ETHUSDC,1747689780855,2518.29,1.743,2334.32,38.170
1747689780856,BTCUSDT,1747689780858,105304.60,9.572,1000.00,64.028
1747689780855,XRPUSDT,1747689780868,2.3791,19880.7,2.2650,56346.9
1747689780885,SOLUSDT,1747689780888,165.7500,154.32,132.6000,5.49
1747689780888,ETHUSDT,1747689780889,2517.40,73.481,2380.00,947.296
1747689780917,BTCUSDC,1747689780917,105335.3,0.074,105200.7,0.001
1747689780943,DOGEUSDT,1747689780944,0.224030,117959,0.215060,1130
1747689780942,MOODENGUSDT,1747689780943,0.2467800,248,0.2245900,11515
1747689780954,1000PEPEUSDT,1747689780955,0.0132450,1646120,0.0131611,682803
1747689780958,BTCUSDT,1747689780959,104251.50,0.000,5000.00,0.736
1747689780966,ETHUSDC,1747689780967,2518.03,34.999,2465.90,0.020
1747689780971,XRPUSDT,1747689780973,2.3791,24490.9,2.2757,1633.1
1747689780989,SOLUSDT,1747689780992,165.7500,230.63,132.6000,5.43
1747689780995,ETHUSDT,1747689780996,2516.85,86.017,200.00,26.897
1747689781018,BTCUSDC,1747689781020,105332.0,1.284,101485.7,0.028
1747689781043,MOODENGUSDT,1747689781044,0.2467600,0,0.2430100,403
1747689781043,DOGEUSDT,1747689781045,0.224020,106082,0.222360,1024939
1747689781055,1000PEPEUSDT,1747689781056,0.0132450,1715832,0.0126891,504371
1747689781060,BTCUSDT,1747689781060,105304.60,9.831,5000.00,0.736
1747689781067,ETHUSDC,1747689781068,2517.85,35.239,2392.28,1.317
1747689781073,XRPUSDT,1747689781074,2.3670,0.0,1.6650,52.3
1747689781091,SOLUSDT,1747689781095,165.7500,422.90,160.7700,88.50
1747689781096,ETHUSDT,1747689781097,2516.85,24.397,199.99,0.204
1747689781119,BTCUSDC,1747689781122,105334.0,0.077,101485.7,0.955
1747689781143,MOODENGUSDT,1747689781145,0.2468100,0,0.2412500,2674
1747689781143,DOGEUSDT,1747689781146,0.224020,106437,0.209060,8798
1747689781156,1000PEPEUSDT,1747689781157,0.0132450,1622567,0.0107276,343208
1747689781160,BTCUSDT,1747689781161,105304.60,9.728,1000.00,64.028
1747689781166,ETHUSDC,1747689781171,2517.85,28.923,2392.28,0.000
1747689781175,XRPUSDT,1747689781175,2.3788,18128.9,2.1647,31878.2
1747689781194,SOLUSDT,1747689781196,165.7500,234.34,150.7700,204.86
1747689781198,ETHUSDT,1747689781198,2516.85,14.218,199.99,0.102
1747689781232,BTCUSDC,1747689781232,105334.5,0.000,105198.0,0.207
1747689781220,MOODENGUSDT,1747689781246,0.2468100,59,0.2462900,4094
1747689781247,DOGEUSDT,1747689781247,0.224020,33264,0.200120,5832
1747689781259,1000PEPEUSDT,1747689781261,0.0132450,1507568,0.0107276,433815
1747689781262,BTCUSDT,1747689781262,105304.60,8.730,5000.00,0.736
1747689781267,XRPUSDT,1747689781276,2.3787,22264.1,2.1407,4.8
1747689781289,ETHUSDC,1747689781291,2517.85,29.019,2467.73,7.082
1747689781297,SOLUSDT,1747689781298,165.7500,243.74,150.7700,211.30
1747689781296,ETHUSDT,1747689781299,2516.85,21.523,200.00,26.897
1747689781333,BTCUSDC,1747689781334,105338.9,0.077,103883.6,0.000
1747689781346,MOODENGUSDT,1747689781348,0.2468100,1102,0.2396600,73
1747689781353,DOGEUSDT,1747689781355,0.224020,55799,0.217340,73387
1747689781363,1000PEPEUSDT,1747689781363,0.0132450,2260226,0.0120520,69256403
1747689781364,BTCUSDT,1747689781365,104251.50,0.000,1000.00,64.028
1747689781380,XRPUSDT,1747689781380,2.3787,24317.0,2.1647,387860.6
1747689781393,ETHUSDC,1747689781394,2517.87,0.000,2481.57,0.000
1747689781389,SOLUSDT,1747689781400,165.7500,244.24,154.9200,2467.76
1747689781397,ETHUSDT,1747689781400,2516.85,25.475,2348.98,0.036
1747689781434,BTCUSDC,1747689781437,105336.0,0.065,105217.8,7.731
1747689781449,MOODENGUSDT,1747689781453,0.2468000,4149,0.2401000,12417
1747689781449,DOGEUSDT,1747689781457,0.224020,32085,0.214910,39809
1747689781461,BTCUSDT,1747689781466,105304.60,10.031,1000.00,64.028
1747689781452,1000PEPEUSDT,1747689781466,0.0132454,209489,0.0127374,0
1747689781474,XRPUSDT,1747689781482,2.3787,24403.5,2.2754,2228.2
1747689781490,ETHUSDC,1747689781496,2517.98,0.300,2511.45,0.203
1747689781499,SOLUSDT,1747689781502,165.7500,230.89,159.0900,65.52
1747689781501,ETHUSDT,1747689781502,2516.85,25.487,2265.16,0.819
1747689781546,BTCUSDC,1747689781553,105336.0,0.069,103826.0,0.492
1747689781545,MOODENGUSDT,1747689781556,0.2468000,5158,0.2387700,2547
1747689781554,DOGEUSDT,1747689781561,0.224020,1088,0.222660,4758
1747689781563,1000PEPEUSDT,1747689781567,0.0132450,2024156,0.0132080,854467
1747689781566,BTCUSDT,1747689781569,105304.60,9.842,5000.00,0.736
1747689781550,XRPUSDT,1747689781584,2.3787,24669.1,2.3660,4788.4
1747689781601,ETHUSDT,1747689781603,2516.85,1.295,200.00,26.897
1747689781601,SOLUSDT,1747689781603,165.7500,94.68,132.6000,5.43
1747689781622,ETHUSDC,1747689781623,2517.85,28.948,2336.02,0.000
1747689781653,BTCUSDC,1747689781657,105375.5,0.190,105266.6,0.002
1747689781645,MOODENGUSDT,1747689781658,0.2468000,5772,0.2303700,254
1747689781656,1000PEPEUSDT,1747689781669,0.0132450,981980,0.0105960,1234
1747689781664,DOGEUSDT,1747689781669,0.224030,31281,0.223270,739730
1747689781671,BTCUSDT,1747689781672,105304.60,9.840,1000.00,64.028
1747689781683,XRPUSDT,1747689781687,2.3786,0.0,2.2849,4073.7
1747689781703,ETHUSDT,1747689781705,2516.85,0.000,2265.16,0.000
1747689781705,SOLUSDT,1747689781707,165.7500,14.05,164.4100,7.38
1747689781688,ETHUSDC,1747689781724,2517.88,0.000,2336.02,59.332
1747689781761,MOODENGUSDT,1747689781761,0.2468000,0,0.2406700,867
1747689781766,BTCUSDC,1747689781767,105332.0,1.285,105214.4,0.000
1747689781735,1000PEPEUSDT,1747689781772,0.0132450,934889,0.0131652,444520
1747689781773,DOGEUSDT,1747689781773,0.224020,0,0.215020,27647
1747689781772,BTCUSDT,1747689781773,105304.60,9.851,1000.00,64.028
1747689781782,XRPUSDT,1747689781793,2.3789,19052.1,1.9029,5744.0
1747689781804,ETHUSDT,1747689781807,2516.94,64.240,2436.13,1.509
1747689781821,SOLUSDT,1747689781822,165.7500,128.01,160.2200,60.07
1747689781818,ETHUSDC,1747689781826,2517.85,24.267,2457.80,48.336
1747689781861,MOODENGUSDT,1747689781862,0.2468100,1941,0.2423200,12112
1747689781870,BTCUSDC,1747689781872,105332.0,0.797,104800.8,0.650
1747689781865,1000PEPEUSDT,1747689781875,0.0132538,315322,0.0125826,18070
1747689781875,BTCUSDT,1747689781875,105304.70,0.009,5000.00,0.736
1747689781852,DOGEUSDT,1747689781880,0.224090,97348,0.221730,10985
1747689781863,XRPUSDT,1747689781897,2.3788,21910.7,2.3432,6830.6
1747689781911,ETHUSDT,1747689781913,2516.94,51.321,200.00,26.897
1747689781912,SOLUSDT,1747689781929,165.7500,94.73,161.6100,624.06
1747689781933,ETHUSDC,1747689781937,2518.20,3.994,2515.79,0.993
1747689781971,BTCUSDT,1747689781976,104251.50,0.000,1000.00,64.028
1747689781945,1000PEPEUSDT,1747689781978,0.0132577,596851,0.0132202,4463685
1747689781977,BTCUSDC,1747689781979,105332.0,1.048,105217.8,7.494
1747689781987,MOODENGUSDT,1747689781988,0.2468100,0,0.2363400,20938
1747689781989,DOGEUSDT,1747689781998,0.224130,403339,0.215560,28606
1747689781983,XRPUSDT,1747689781999,2.3787,24273.3,2.1408,941.8
1747689782008,ETHUSDT,1747689782014,2480.59,0.000,2399.03,1.002
1747689782018,ETHUSDC,1747689782040,2518.74,3.979,2514.25,0.000
1747689782020,SOLUSDT,1747689782042,165.7500,168.12,160.3800,532.80
1747689782075,BTCUSDT,1747689782077,105304.10,0.000,1000.00,64.028
1747689782045,1000PEPEUSDT,1747689782081,0.0132487,323460,0.0132242,936944
1747689782081,BTCUSDC,1747689782082,105332.0,1.304,105211.0,7.494
1747689782078,MOODENGUSDT,1747689782090,0.2469000,0,0.2371500,12832
1747689782097,XRPUSDT,1747689782101,2.3787,22579.2,2.3451,20945.9
1747689782079,DOGEUSDT,1747689782102,0.224040,64693,0.223210,649318
1747689782113,ETHUSDT,1747689782116,2517.21,7.465,200.00,26.897
1747689782132,ETHUSDC,1747689782146,2518.29,1.361,2014.28,0.039
1747689782149,SOLUSDT,1747689782150,165.7800,679.13,132.6000,5.43
1747689782179,BTCUSDT,1747689782179,105304.60,9.574,999.90,0.612
1747689782151,1000PEPEUSDT,1747689782184,0.0132468,67880,0.0105960,1234
1747689782186,BTCUSDC,1747689782189,107122.6,0.922,103854.6,0.000
1747689782187,MOODENGUSDT,1747689782193,0.2468400,1261,0.2367500,25326
1747689782200,DOGEUSDT,1747689782205,0.224030,55367,0.213540,5177
1747689782202,XRPUSDT,1747689782209,2.3787,27858.0,2.2938,1742.0
1747689782210,ETHUSDT,1747689782218,2516.94,51.329,200.00,26.897
1747689782246,SOLUSDT,1747689782253,1657.5000,0.04,161.4100,140.26
1747689782243,ETHUSDC,1747689782255,2518.20,4.065,2014.28,0.026
1747689782279,BTCUSDT,1747689782280,105304.60,9.583,1000.00,64.028
1747689782257,1000PEPEUSDT,1747689782285,0.0132450,1011207,0.0119204,0
1747689782293,MOODENGUSDT,1747689782296,0.2469100,5791,0.2367500,12697
1747689782283,BTCUSDC,1747689782299,105349.8,0.000,105214.4,0.000
1747689782262,DOGEUSDT,1747689782311,0.224110,186235,0.201620,5798
1747689782274,XRPUSDT,1747689782312,2.3787,28488.9,2.0025,621.7
1747689782324,ETHUSDT,1747689782324,2517.20,31.001,2265.24,0.000
1747689782355,SOLUSDT,1747689782356,165.8300,825.66,159.5000,1289.37
1747689782360,ETHUSDC,1747689782364,2517.85,24.235,2489.85,91.554
1747689782382,BTCUSDT,1747689782382,104251.50,0.000,1000.00,64.028
1747689782362,1000PEPEUSDT,1747689782388,0.0133127,380021,0.0131775,377179
1747689782392,DOGEUSDT,1747689782415,0.224040,69167,0.179220,40
1747689782419,XRPUSDT,1747689782420,2.3787,28489.3,2.3041,9433.8
1747689782423,ETHUSDT,1747689782426,2516.84,0.000,200.00,26.897
1747689782387,BTCUSDC,1747689782428,105332.0,1.305,105217.8,7.494
1747689782420,MOODENGUSDT,1747689782445,0.2469200,3977,0.2347800,368
1747689782457,SOLUSDT,1747689782461,165.7500,61.64,165.0500,690.29
1747689782477,ETHUSDC,1747689782483,2517.85,26.014,2477.54,14.151
1747689782481,BTCUSDT,1747689782487,105304.60,9.585,5000.00,0.756
1747689782468,1000PEPEUSDT,1747689782490,0.0132450,1157549,0.0127538,347724
1747689782476,XRPUSDT,1747689782525,2.3787,28498.9,2.1483,1086.0
1747689782518,DOGEUSDT,1747689782527,0.224030,55414,0.179220,0
1747689782527,ETHUSDT,1747689782528,2516.94,51.631,200.00,26.897
1747689782532,BTCUSDC,1747689782533,105332.0,1.596,105214.4,7.494
1747689782542,MOODENGUSDT,1747689782547,0.2468300,0,0.2355600,1461
1747689782567,SOLUSDT,1747689782568,165.7500,135.90,160.6900,17.13
1747689782588,BTCUSDT,1747689782589,104251.50,0.000,1000.00,64.028
1747689782571,1000PEPEUSDT,1747689782592,0.0132455,817,0.0131773,380
1747689782585,ETHUSDC,1747689782607,2517.85,26.022,2511.45,0.000
1747689782627,XRPUSDT,1747689782627,2.3787,28500.8,2.3583,14930.3
1747689782618,ETHUSDT,1747689782629,2516.94,57.173,2422.07,3.568
1747689782630,DOGEUSDT,1747689782631,0.224030,56412,0.210310,16448
1747689782635,BTCUSDC,1747689782636,,,102409.3,0.005
1747689782650,MOODENGUSDT,1747689782650,0.2468400,0,0.2456300,1190
1747689782669,SOLUSDT,1747689782670,165.7500,139.38,132.6000,5.43
1747689782688,BTCUSDT,1747689782692,105304.70,0.009,1000.00,64.028
1747689782689,1000PEPEUSDT,1747689782695,0.0132604,624593,0.0105960,1234
1747689782728,XRPUSDT,1747689782730,2.3791,29688.0,2.3378,5796.2
1747689782724,ETHUSDT,1747689782732,2517.00,0.027,200.00,26.897
1747689782711,DOGEUSDT,1747689782734,0.224060,65423,0.218420,46004
1747689782692,ETHUSDC,1747689782734,2517.85,31.971,2014.28,0.026
1747689782737,BTCUSDC,1747689782741,105339.9,0.118,105214.4,0.000
1747689782726,MOODENGUSDT,1747689782752,0.2471100,20910,0.2221400,6385
1747689782768,SOLUSDT,1747689782771,165.7900,944.28,160.6900,15.71
1747689782791,BTCUSDT,1747689782794,104251.50,0.000,5000.00,0.736
1747689782780,1000PEPEUSDT,1747689782798,0.0132450,1159060,0.0132203,172737
1747689782817,XRPUSDT,1747689782832,2.3787,28534.7,2.2978,1665.1
1747689782835,ETHUSDT,1747689782836,2516.94,59.170,200.00,26.897
1747689782838,BTCUSDC,1747689782843,105336.4,0.001,101575.3,0.000
1747689782838,ETHUSDC,1747689782847,2518.43,1.004,2515.74,10.773
1747689782841,DOGEUSDT,1747689782853,0.224090,166352,0.217430,10774
1747689782853,MOODENGUSDT,1747689782854,0.2469500,24488,0.2359300,1767
1747689782850,SOLUSDT,1747689782874,165.7700,283.51,165.0900,48.14
