event time,asset,transaction time,ask,ask size,bid,bid size
1747689792027,DOGEUSDT,1747689792037,0.223990,125211,0.156750,5394
1747689792045,BTCUSDC,1747689792045,105327.6,0.000,101342.2,1.172
1747689792021,ETHUSDC,1747689792047,2517.61,42.380,2479.65,64.495
1747689792045,ETHUSDT,1747689792047,2516.85,108.744,200.00,26.897
1747689792059,1000PEPEUSDT,1747689792084,0.0132369,607906,0.0092660,0
1747689792087,XRPUSDT,1747689792088,2.3656,0.0,1.6641,45.3
1747689792094,BTCUSDT,1747689792095,105286.20,0.008,5000.00,0.736
1747689792133,SOLUSDT,1747689792135,165.7200,301.75,132.5700,1.16
1747689792146,ETHUSDT,1747689792148,2516.85,108.755,200.00,26.897
1747689792152,DOGEUSDT,1747689792154,0.223940,112828,0.212730,5129
1747689792149,BTCUSDC,1747689792156,105364.8,0.367,84252.9,0.000
1747689792149,ETHUSDC,1747689792157,2517.66,0.028,2466.41,80.991
1747689792162,MOODENGUSDT,1747689792165,0.2465500,1099,0.2449300,4159
1747689792183,1000PEPEUSDT,1747689792187,0.0132344,18858,0.0092632,0
1747689792188,XRPUSDT,1747689792189,2.3653,0.0,1.6639,13344.3
1747689792196,BTCUSDT,1747689792198,105286.10,14.632,1000.00,64.028
1747689792235,SOLUSDT,1747689792236,164.0500,0.00,115.9800,600.10
1747689792253,DOGEUSDT,1747689792255,0.223910,121608,0.201510,278
1747689792257,ETHUSDT,1747689792259,2516.85,110.353,2265.16,0.000
1747689792224,ETHUSDC,1747689792262,2517.72,0.028,2466.41,119.123
1747689792233,BTCUSDC,1747689792268,105320.4,0.001,101603.4,0.000
1747689792267,MOODENGUSDT,1747689792271,0.2464700,1468,0.1725400,198
1747689792287,1000PEPEUSDT,1747689792288,0.0132332,0,0.0116577,515
1747689792289,XRPUSDT,1747689792290,2.3651,0.0,1.6639,13344.3
1747689792299,BTCUSDT,1747689792299,105286.20,0.020,1000.00,64.028
1747689792333,SOLUSDT,1747689792337,165.7000,783.65,149.1300,11.15
1747689792354,DOGEUSDT,1747689792356,0.223900,148371,0.156730,0
1747689792361,ETHUSDT,1747689792362,2516.71,117.949,200.00,26.897
1747689792368,MOODENGUSDT,1747689792374,0.2464200,254,0.1724800,103
1747689792370,ETHUSDC,1747689792378,2517.47,43.721,2484.77,317.724
1747689792379,BTCUSDC,1747689792382,105316.1,2.899,101603.4,1.364
1747689792387,1000PEPEUSDT,1747689792389,0.0132324,89871,0.0092626,0
1747689792388,XRPUSDT,1747689792391,2.3769,0.0,2.3234,7619.0
1747689792398,BTCUSDT,1747689792401,105286.10,14.904,5000.00,0.756
1747689792431,SOLUSDT,1747689792438,165.7000,786.55,164.7900,2032.80
1747689792457,DOGEUSDT,1747689792460,0.223900,163986,0.220200,25764
1747689792462,ETHUSDT,1747689792463,2516.71,121.537,200.00,26.897
1747689792473,MOODENGUSDT,1747689792476,0.2464200,2146,0.2440000,166904
1747689792480,ETHUSDC,1747689792481,2517.47,31.765,2457.69,0.000
1747689792482,BTCUSDC,1747689792486,105343.7,0.001,104778.7,2.847
1747689792489,1000PEPEUSDT,1747689792491,0.0132324,0,0.0131573,1309520
1747689792491,XRPUSDT,1747689792492,2.3770,22132.2,2.3620,4110.6
1747689792501,BTCUSDT,1747689792502,105286.10,14.922,1000.00,64.028
1747689792534,SOLUSDT,1747689792545,165.7000,783.74,160.6400,20.10
1747689792560,DOGEUSDT,1747689792561,0.223900,158301,0.217180,23629
1747689792564,ETHUSDT,1747689792565,2516.70,0.000,2468.88,22.160
1747689792568,MOODENGUSDT,1747689792577,0.2466600,6445,0.2378000,4799
1747689792580,ETHUSDC,1747689792582,2517.47,20.185,2457.69,38.268
1747689792570,BTCUSDC,1747689792587,105328.6,0.022,105298.2,0.005
1747689792585,1000PEPEUSDT,1747689792592,0.0132325,41247,0.0115071,13035
1747689792586,XRPUSDT,1747689792595,2.3770,19061.9,2.3341,2069.8
1747689792604,BTCUSDT,1747689792606,105286.10,14.911,1000.00,64.028
1747689792638,SOLUSDT,1747689792650,165.7000,785.10,163.1600,1571.67
1747689792664,ETHUSDT,1747689792666,2516.71,91.640,200.00,26.897
1747689792664,DOGEUSDT,1747689792667,0.223900,160674,0.223180,55320
1747689792642,ETHUSDC,1747689792685,2517.48,0.540,2479.65,60.468
1747689792685,MOODENGUSDT,1747689792687,0.2464200,0,0.2439600,2376
1747689792668,1000PEPEUSDT,1747689792695,0.0132339,0,0.0125707,7956
1747689792688,XRPUSDT,1747689792698,2.3770,19692.8,2.3678,17210.8
1747689792691,BTCUSDC,1747689792699,105331.1,0.000,105268.9,0.101
1747689792706,BTCUSDT,1747689792709,105288.30,0.000,5000.00,0.736
1747689792761,SOLUSDT,1747689792763,165.7000,794.60,132.5600,1.41
1747689792768,ETHUSDT,1747689792770,2516.71,93.292,200.00,26.897
1747689792775,DOGEUSDT,1747689792776,0.225030,174460,0.212690,7542
1747689792778,MOODENGUSDT,1747689792788,0.2465100,67,0.2452200,20394
1747689792789,ETHUSDC,1747689792795,2520.51,113.613,2513.35,0.026
1747689792795,1000PEPEUSDT,1747689792799,0.0132311,143510,0.0092618,1414
1747689792794,XRPUSDT,1747689792801,2.3770,16441.0,2.3710,8610.1
1747689792810,BTCUSDT,1747689792810,105288.20,0.000,1000.00,64.028
1747689792787,BTCUSDC,1747689792845,,,101339.1,0.000
1747689792868,ETHUSDT,1747689792874,2516.71,93.349,2441.35,0.016
1747689792876,DOGEUSDT,1747689792877,0.223920,72879,0.212690,7448
1747689792883,SOLUSDT,1747689792884,165.7000,796.50,132.5600,1.35
1747689792866,MOODENGUSDT,1747689792890,0.2465600,3122,0.2378000,3959
1747689792880,ETHUSDC,1747689792900,2520.19,32.427,2486.44,0.000
1747689792899,1000PEPEUSDT,1747689792900,0.0132311,0,0.0120000,20969487
1747689792909,BTCUSDT,1747689792913,105286.10,14.909,1000.00,64.028
1747689792909,XRPUSDT,1747689792916,2.3770,16440.1,2.3706,87994.8
1747689792972,ETHUSDT,1747689792980,2516.71,93.431,200.00,26.897
1747689792976,DOGEUSDT,1747689792982,0.223940,136832,0.223290,88021
1747689792949,BTCUSDC,1747689792982,105323.9,0.001,101339.1,1.172
1747689792985,MOODENGUSDT,1747689792993,0.2465500,2229,0.2463300,4797
1747689792956,SOLUSDT,1747689792994,165.7700,428.89,160.6400,20.10
1747689792985,1000PEPEUSDT,1747689793003,0.0132319,0,0.0129401,1028057
1747689793005,ETHUSDC,1747689793006,2517.47,20.193,2480.38,18.158
1747689793014,BTCUSDT,1747689793016,105286.10,14.913,5000.00,0.736
1747689793014,XRPUSDT,1747689793019,2.3770,16439.4,2.3653,20775.4
1747689793084,ETHUSDT,1747689793085,2516.71,93.482,200.00,26.897
1747689793093,MOODENGUSDT,1747689793096,0.2457000,0,0.2390300,0
1747689793099,DOGEUSDT,1747689793101,0.223900,160697,0.219420,268659
1747689793098,SOLUSDT,1747689793102,165.7000,794.73,160.7200,247.78
1747689793087,BTCUSDC,1747689793105,105325.9,0.119,105231.0,0.070
1747689793105,1000PEPEUSDT,1747689793106,0.0132325,1599,0.0131745,55482
1747689793081,ETHUSDC,1747689793107,2520.19,15.385,2458.80,1.155
1747689793116,BTCUSDT,1747689793117,105293.10,0.000,1000.00,64.028
1747689793120,XRPUSDT,1747689793122,2.3771,14084.2,1.9016,59.1
1747689793184,ETHUSDT,1747689793186,2516.71,95.100,2319.14,0.083
1747689793197,MOODENGUSDT,1747689793199,0.2464500,2610,0.2399900,8813
1747689793186,SOLUSDT,1747689793206,165.7000,795.05,160.6400,21.52
1747689793203,DOGEUSDT,1747689793207,0.223980,270239,0.201500,52423
1747689793205,1000PEPEUSDT,1747689793209,0.0132324,621154,0.0119091,1128
1747689793216,BTCUSDT,1747689793218,105286.10,14.932,1000.00,64.028
1747689793222,XRPUSDT,1747689793225,2.3771,15783.3,2.1392,135.4
1747689793189,ETHUSDC,1747689793229,2520.19,30.504,2458.80,39.405
1747689793235,BTCUSDC,1747689793276,105353.8,0.711,105268.5,0.416
1747689793286,ETHUSDT,1747689793287,2516.71,95.904,200.00,26.897
1747689793301,MOODENGUSDT,1747689793302,0.2464300,3256,0.2402600,6479
1747689793305,DOGEUSDT,1747689793308,0.223900,160798,0.219970,312884
1747689793305,SOLUSDT,1747689793311,165.7000,795.11,132.5600,1.41
1747689793306,1000PEPEUSDT,1747689793312,0.0132324,697987,0.0131760,104753
1747689793318,BTCUSDT,1747689793319,105286.10,14.942,5000.00,0.736
1747689793327,XRPUSDT,1747689793329,2.3770,16482.0,2.3680,67002.7
1747689793322,ETHUSDC,1747689793337,2518.22,0.050,2514.40,0.000
1747689793345,BTCUSDC,1747689793381,105316.1,2.903,105297.5,0.095
1747689793388,ETHUSDT,1747689793389,2516.71,95.902,200.00,26.897
1747689793400,MOODENGUSDT,1747689793404,0.2464200,249,0.2405200,9077
1747689793412,SOLUSDT,1747689793413,165.7700,329.39,132.5600,1.35
1747689793410,1000PEPEUSDT,1747689793414,0.0132336,141991,0.0131577,28723
1747689793419,BTCUSDT,1747689793420,105286.10,14.941,1000.00,64.028
1747689793413,DOGEUSDT,1747689793425,0.223960,172914,0.179120,316
1747689793427,XRPUSDT,1747689793430,2.3771,14042.2,2.3579,122901.6
1747689793443,ETHUSDC,1747689793450,2518.11,4.192,2477.63,0.000
1747689793455,BTCUSDC,1747689793482,105344.1,0.100,84252.9,0.002
1747689793489,ETHUSDT,1747689793490,2516.71,95.808,2500.14,37.238
1747689793506,MOODENGUSDT,1747689793507,0.2464200,0,0.2460600,6921
1747689793512,1000PEPEUSDT,1747689793518,0.0132324,978468,0.0131740,7827
1747689793521,BTCUSDT,1747689793523,105302.00,0.004,1000.00,64.028
1747689793513,DOGEUSDT,1747689793528,0.223900,160770,0.222360,22826
1747689793529,XRPUSDT,1747689793532,2.3770,11760.6,2.3622,86264.4
1747689793538,SOLUSDT,1747689793539,165.7000,795.23,164.0400,139.79
1747689793542,ETHUSDC,1747689793564,2518.22,0.000,2013.97,0.013
1747689793588,ETHUSDT,1747689793592,2516.77,0.008,200.00,26.897
1747689793565,BTCUSDC,1747689793593,105329.0,0.053,84252.9,0.000
1747689793592,MOODENGUSDT,1747689793609,0.2464500,1873,0.2341100,21571
1747689793610,1000PEPEUSDT,1747689793619,0.0132340,8374,0.0105859,662
1747689793629,BTCUSDT,1747689793634,105289.80,0.008,5000.00,0.736
1747689793618,XRPUSDT,1747689793638,2.3770,9973.4,2.3299,12990.8
1747689793618,DOGEUSDT,1747689793643,0.223900,161013,0.221780,40502
1747689793627,SOLUSDT,1747689793649,165.7000,795.27,160.6400,21.52
1747689793671,ETHUSDC,1747689793690,2518.94,0.000,2013.97,0.000
1747689793698,ETHUSDT,1747689793699,2517.25,7.474,200.00,26.897
1747689793629,BTCUSDC,1747689793711,105329.0,0.053,105208.1,0.305
1747689793704,MOODENGUSDT,1747689793713,0.2465000,9458,0.2119300,4718
1747689793711,1000PEPEUSDT,1747689793722,0.0132346,2290,0.0105859,0
1747689793737,BTCUSDT,1747689793737,105304.20,0.010,1000.00,64.028
1747689793734,XRPUSDT,1747689793741,2.3770,13220.2,2.3533,14183.5
1747689793748,DOGEUSDT,1747689793748,0.223900,160571,0.221880,796465
1747689793757,SOLUSDT,1747689793761,165.7000,797.03,159.0700,29.55
1747689793789,ETHUSDC,1747689793793,2517.62,0.071,2334.32,38.170
1747689793799,ETHUSDT,1747689793800,2516.87,0.135,2465.81,0.095
1747689793815,MOODENGUSDT,1747689793816,0.2464500,2651,0.2378000,5429
1747689793790,1000PEPEUSDT,1747689793825,0.0132325,17761,0.0128994,298551
1747689793839,BTCUSDT,1747689793839,105250.00,0.000,1000.00,64.028
1747689793829,XRPUSDT,1747689793844,2.3770,13218.7,2.3294,26925.6
1747689793835,BTCUSDC,1747689793845,105310.8,2.558,101485.7,0.028
1747689793845,DOGEUSDT,1747689793849,0.223900,157904,0.219600,153
1747689793882,SOLUSDT,1747689793886,165.7200,232.52,132.5600,1.35
1747689793896,ETHUSDC,1747689793900,2517.73,4.893,2478.44,6.747
1747689793902,ETHUSDT,1747689793902,2516.83,0.409,200.00,26.897
1747689793915,MOODENGUSDT,1747689793917,0.2464100,7299,0.2343400,0
1747689793927,1000PEPEUSDT,1747689793928,0.0132342,43498,0.0132175,34413
1747689793938,BTCUSDT,1747689793940,105286.10,14.931,5000.00,0.756
1747689793919,XRPUSDT,1747689793946,2.3770,9972.3,1.9016,62.8
1747689793949,BTCUSDC,1747689793950,105310.8,2.559,101485.7,0.955
1747689793949,DOGEUSDT,1747689793951,0.223920,136467,0.223180,4693
1747689793990,SOLUSDT,1747689793994,165.7200,181.26,160.6400,21.52
1747689794008,ETHUSDT,1747689794009,2516.71,95.130,1258.47,0.000
1747689794006,ETHUSDC,1747689794014,2517.73,2.684,2457.91,48.334
1747689794013,MOODENGUSDT,1747689794019,0.2464400,4488,0.2449200,6641
1747689794011,1000PEPEUSDT,1747689794030,0.0132340,50472,0.0131642,378230
1747689794042,BTCUSDT,1747689794042,105286.10,14.919,1000.00,64.028
1747689794050,BTCUSDC,1747689794051,105310.8,2.567,99597.3,0.000
1747689794051,XRPUSDT,1747689794052,2.3770,9835.6,1.9016,59.1
1747689794046,DOGEUSDT,1747689794052,0.223900,163918,0.223100,144930
1747689794092,SOLUSDT,1747689794097,165.7000,796.03,164.3600,3788.35
1747689794110,ETHUSDT,1747689794112,2516.71,94.846,2478.67,3.872
1747689794114,ETHUSDC,1747689794117,2517.89,4.041,2467.37,0.000
1747689794116,MOODENGUSDT,1747689794122,0.2464100,7051,0.2454300,435
1747689794142,1000PEPEUSDT,1747689794144,0.0132324,978554,0.0131749,1494
1747689794141,BTCUSDT,1747689794145,105285.00,0.000,999.90,0.204
1747689794150,BTCUSDC,1747689794154,105315.0,0.171,104388.6,0.598
1747689794134,DOGEUSDT,1747689794156,0.223920,107849,0.222840,66511
1747689794178,XRPUSDT,1747689794180,2.3770,13082.4,2.3658,6898.3
1747689794200,SOLUSDT,1747689794201,164.0400,0.00,115.9600,18.76
1747689794212,ETHUSDT,1747689794213,2491.54,0.000,200.00,27.047
1747689794221,ETHUSDC,1747689794222,2517.43,44.007,2467.37,48.148
1747689794220,MOODENGUSDT,1747689794224,0.2463600,1557,0.1724500,0
1747689794244,1000PEPEUSDT,1747689794247,0.0132306,40000,0.0119091,1128
1747689794246,BTCUSDT,1747689794247,105286.10,14.918,5000.00,0.756
1747689794254,BTCUSDC,1747689794256,105323.3,0.118,105197.3,0.000
1747689794264,DOGEUSDT,1747689794266,0.223880,187596,0.201500,52423
1747689794283,XRPUSDT,1747689794287,2.3770,17594.3,2.1392,135.4
1747689794301,SOLUSDT,1747689794302,165.6700,244.07,163.1800,218.59
1747689794313,ETHUSDT,1747689794314,2516.64,132.191,200.00,26.897
1747689794322,ETHUSDC,1747689794323,2517.43,37.541,2480.45,23.710
1747689794323,MOODENGUSDT,1747689794325,0.2463400,0,0.2377200,2509
1747689794348,1000PEPEUSDT,1747689794349,0.0132306,0,0.0130733,1094
1747689794349,BTCUSDT,1747689794349,105286.10,14.918,1000.00,64.178
1747689794315,BTCUSDC,1747689794358,105315.0,0.211,104884.2,0.144
1747689794367,DOGEUSDT,1747689794368,0.223830,0,0.156680,15418
1747689794383,XRPUSDT,1747689794390,2.3770,17547.0,2.3507,9490.1
1747689794401,SOLUSDT,1747689794404,165.6700,175.51,160.6100,243.48
1747689794414,ETHUSDT,1747689794416,2516.64,134.239,2465.72,0.010
1747689794418,ETHUSDC,1747689794424,2517.76,0.300,2509.77,7.463
1747689794422,MOODENGUSDT,1747689794426,0.2463900,121,0.2378000,2489
1747689794447,1000PEPEUSDT,1747689794450,0.0132306,205037,0.0128972,892
1747689794441,BTCUSDT,1747689794453,105286.10,14.937,999.90,0.306
1747689794467,DOGEUSDT,1747689794469,0.223860,67920,0.218900,158446
1747689794479,XRPUSDT,1747689794491,2.3770,17096.4,2.3683,36131.4
1747689794473,BTCUSDC,1747689794497,105325.8,0.045,105287.5,0.002
1747689794490,SOLUSDT,1747689794505,165.6700,177.56,164.8600,2298.97
1747689794515,ETHUSDT,1747689794517,2516.64,130.268,200.00,26.897
1747689794525,ETHUSDC,1747689794528,2520.05,22.619,2481.41,14.659
1747689794523,MOODENGUSDT,1747689794529,0.2463900,162,0.2438800,0
1747689794547,1000PEPEUSDT,1747689794553,0.0132306,418834,0.0131695,900
1747689794552,BTCUSDT,1747689794555,105289.70,0.400,999.90,0.102
1747689794558,DOGEUSDT,1747689794570,0.223860,69257,0.221570,670079
1747689794580,XRPUSDT,1747689794593,2.3770,17094.1,2.3205,23079.9
1747689794595,SOLUSDT,1747689794608,165.6800,90.67,160.6100,242.06
1747689794600,BTCUSDC,1747689794609,105315.0,0.135,105268.3,0.229
1747689794630,ETHUSDT,1747689794631,2516.64,134.925,2459.83,0.000
1747689794631,MOODENGUSDT,1747689794632,0.2464100,7152,0.2344100,536
1747689794626,ETHUSDC,1747689794631,2517.43,37.549,2336.02,59.332
1747689794651,1000PEPEUSDT,1747689794655,0.0132288,0,0.0092598,0
1747689794656,BTCUSDT,1747689794658,105286.10,14.952,1000.00,64.028
1747689794660,DOGEUSDT,1747689794672,0.223860,70930,0.223300,77154
1747689794688,XRPUSDT,1747689794701,2.3792,11150.4,2.3765,5025.4
1747689794668,BTCUSDC,1747689794715,105325.7,0.374,105294.0,0.042
1747689794713,SOLUSDT,1747689794718,165.6700,184.90,132.5300,9.66
1747689794725,ETHUSDT,1747689794733,2516.64,130.761,200.00,26.897
1747689794708,ETHUSDC,1747689794735,2517.62,0.000,2457.80,48.336
1747689794729,MOODENGUSDT,1747689794735,0.2464200,29,0.2402600,2323
1747689794755,1000PEPEUSDT,1747689794756,0.0132300,13368,0.0131155,396754
1747689794758,BTCUSDT,1747689794759,105286.10,14.926,5000.00,0.756
1747689794779,DOGEUSDT,1747689794780,0.223860,70976,0.220710,339513
1747689794812,XRPUSDT,1747689794813,2.3770,16910.6,2.3187,11015.8
1747689794803,BTCUSDC,1747689794820,105385.8,0.091,84248.6,0.002
1747689794834,MOODENGUSDT,1747689794836,0.2464100,7131,0.2378000,1649
1747689794819,SOLUSDT,1747689794842,165.6700,183.35,132.5300,9.60
1747689794825,ETHUSDT,1747689794847,2516.64,133.053,200.00,26.897
1747689794849,ETHUSDC,1747689794855,2542.45,18.160,2515.42,2.982
1747689794858,1000PEPEUSDT,1747689794859,0.0132300,14616,0.0132071,236013
1747689794858,BTCUSDT,1747689794860,105286.20,0.010,5000.00,0.756
1747689794855,DOGEUSDT,1747689794881,0.223860,70952,0.222680,921345
1747689794914,XRPUSDT,1747689794916,2.3771,11230.1,2.3647,19239.9
1747689794938,MOODENGUSDT,1747689794939,0.2463900,1256,0.2367600,2230
1747689794892,BTCUSDC,1747689794945,105346.0,0.040,84248.6,0.000
1747689794946,ETHUSDT,1747689794948,2516.72,0.102,2498.61,9.633
1747689794946,SOLUSDT,1747689794956,165.7000,228.00,162.8300,1268.61
1747689794961,BTCUSDT,1747689794962,105286.10,14.937,1000.00,64.028
1747689794950,1000PEPEUSDT,1747689794962,0.0132300,16126,0.0132067,349649
1747689795000,DOGEUSDT,1747689795001,0.223930,237906,0.201500,52377
1747689795016,ETHUSDC,1747689795016,,,2514.40,0.000
1747689795003,XRPUSDT,1747689795019,2.3771,14395.8,2.3690,45164.1
1747689795019,MOODENGUSDT,1747689795040,0.2463900,2805,0.2427300,545
1747689795042,ETHUSDT,1747689795053,2516.64,133.061,200.00,26.897
1747689795052,SOLUSDT,1747689795060,164.8400,0.00,160.6100,242.06
1747689795057,1000PEPEUSDT,1747689795066,0.0132327,11900,0.0131724,676
1747689795065,BTCUSDT,1747689795066,105286.10,15.006,5000.00,0.736
1747689795101,DOGEUSDT,1747689795102,0.223860,70121,0.179090,387
1747689795112,ETHUSDC,1747689795118,2517.43,37.866,2506.97,0.000
1747689795118,XRPUSDT,1747689795123,2.3771,11230.1,2.3663,82495.3
1747689795141,BTCUSDC,1747689795142,105324.2,0.000,101283.9,0.000
1747689795141,MOODENGUSDT,1747689795143,0.2463900,3236,0.2344100,109
1747689795157,ETHUSDT,1747689795161,2491.54,0.000,200.00,26.897
1747689795152,SOLUSDT,1747689795162,165.6800,97.33,162.1900,547.35
1747689795168,BTCUSDT,1747689795168,105286.20,0.008,5000.00,0.736
1747689795170,1000PEPEUSDT,1747689795171,0.0132313,59716,0.0131611,682803
1747689795203,DOGEUSDT,1747689795206,0.223860,70042,0.201460,92
1747689795207,ETHUSDC,1747689795220,2517.44,0.071,2478.43,6.687
1747689795221,XRPUSDT,1747689795224,2.3770,16917.7,2.1392,135.4
1747689795193,BTCUSDC,1747689795243,105323.8,0.118,101283.9,0.929
1747689795238,MOODENGUSDT,1747689795246,0.2463900,4828,0.2243900,12862
1747689795261,ETHUSDT,1747689795262,2516.66,0.077,2264.97,1.341
1747689795264,SOLUSDT,1747689795265,165.6700,181.91,132.5300,9.66
1747689795269,BTCUSDT,1747689795269,105286.10,14.995,1000.00,64.028
1747689795273,1000PEPEUSDT,1747689795273,0.0132300,36239,0.0119069,0
1747689795308,DOGEUSDT,1747689795310,0.223860,71735,0.218480,486
1747689795327,XRPUSDT,1747689795334,2.3770,13671.3,2.3685,15650.5
1747689795333,ETHUSDC,1747689795334,2517.47,0.000,2479.79,79.846
1747689795316,BTCUSDC,1747689795346,105323.8,0.000,84248.6,0.002
1747689795348,MOODENGUSDT,1747689795349,0.2463900,3942,0.2402200,7675
1747689795362,ETHUSDT,1747689795363,2516.55,125.600,200.00,26.897
1747689795360,SOLUSDT,1747689795367,165.6700,142.91,132.5300,9.60
1747689795363,BTCUSDT,1747689795371,105286.10,15.006,5000.00,0.736
1747689795372,1000PEPEUSDT,1747689795376,0.0132300,137024,0.0125684,7957
1747689795411,DOGEUSDT,1747689795413,0.223860,71824,0.223470,207274
1747689795433,ETHUSDC,1747689795435,2517.47,0.100,2499.40,0.224
1747689795442,XRPUSDT,1747689795444,2.3773,21010.4,2.3579,4153.2
1747689795404,MOODENGUSDT,1747689795450,0.2464400,4170,0.2456900,15390
1747689795464,ETHUSDT,1747689795465,2516.55,129.026,199.99,0.204
1747689795419,BTCUSDC,1747689795468,105360.0,0.002,84248.6,0.000
1747689795473,BTCUSDT,1747689795474,105286.10,14.995,5000.00,0.736
1747689795478,SOLUSDT,1747689795481,165.6700,141.22,160.6100,242.06
1747689795482,1000PEPEUSDT,1747689795484,0.0132300,138272,0.0132232,381919
1747689795510,DOGEUSDT,1747689795516,0.223860,71861,0.222680,854878
1747689795536,ETHUSDC,1747689795540,2520.19,0.000,2490.22,102.655
1747689795545,MOODENGUSDT,1747689795552,0.2463900,0,0.2379100,51
1747689795534,XRPUSDT,1747689795561,2.3770,13687.6,1.9016,62.8
1747689795562,ETHUSDT,1747689795569,2516.55,126.346,2466.22,20.250
1747689795574,BTCUSDT,1747689795575,105289.80,0.006,1000.00,64.028
1747689795552,SOLUSDT,1747689795583,165.6900,59.60,164.3400,1855.28
1747689795583,1000PEPEUSDT,1747689795587,0.0132300,391062,0.0131577,28342
1747689795604,BTCUSDC,1747689795626,105310.8,2.567,105302.0,0.004
1747689795615,DOGEUSDT,1747689795653,0.223860,70683,0.219370,3155
1747689795653,MOODENGUSDT,1747689795654,0.2464100,0,0.2340800,488
1747689795632,XRPUSDT,1747689795663,2.3776,19863.3,1.9016,59.1
1747689795669,ETHUSDT,1747689795671,2516.55,126.930,200.00,26.897
1747689795669,ETHUSDC,1747689795673,2518.89,0.000,2490.22,98.645
1747689795678,BTCUSDT,1747689795678,105286.10,15.853,5000.00,0.736
1747689795664,SOLUSDT,1747689795686,165.6700,141.28,160.6100,243.48
1747689795689,1000PEPEUSDT,1747689795690,0.0132313,772,0.0132091,0
1747689795718,BTCUSDC,1747689795753,105329.0,0.055,101575.3,0.000
1747689795749,MOODENGUSDT,1747689795755,0.2465400,788,0.2440300,30504
1747689795737,DOGEUSDT,1747689795757,0.223860,71091,0.217020,22889
1747689795754,XRPUSDT,1747689795765,2.3770,13688.2,2.3592,123077.5
1747689795772,ETHUSDT,1747689795773,2516.55,136.305,200.00,26.897
1747689795778,BTCUSDT,1747689795780,105286.10,15.071,1000.00,64.028
1747689795772,ETHUSDC,1747689795782,2517.43,37.866,2491.02,12.025
1747689795785,SOLUSDT,1747689795789,165.6800,72.97,132.5300,9.66
1747689795788,1000PEPEUSDT,1747689795791,0.0132303,12143,0.0105840,0
1747689795831,MOODENGUSDT,1747689795857,0.2465600,25,0.2424100,410
1747689795856,DOGEUSDT,1747689795869,0.224030,41057,0.223230,134873
1747689795859,XRPUSDT,1747689795869,2.3832,38927.7,2.2765,928.8
1747689795838,BTCUSDC,1747689795873,105356.2,1.021,84248.6,0.002
1747689795873,ETHUSDT,1747689795874,2516.55,138.605,2000.01,0.019
1747689795881,BTCUSDT,1747689795883,105250.00,0.000,1000.00,64.028
1747689795860,ETHUSDC,1747689795885,2517.44,0.468,2458.94,0.000
1747689795880,SOLUSDT,1747689795892,165.6700,141.24,132.5300,9.60
1747689795886,1000PEPEUSDT,1747689795893,0.0132312,772,0.0116424,516
1747689795958,MOODENGUSDT,1747689795961,0.2465500,2207,0.2459200,6302
1747689795963,DOGEUSDT,1747689795971,0.223860,88809,0.179090,427
1747689795964,XRPUSDT,1747689795971,2.3772,25249.0,2.3205,18776.5
1747689795975,ETHUSDT,1747689795976,2516.55,138.618,200.00,26.897
1747689795982,BTCUSDT,1747689795986,105286.20,0.008,5000.00,0.736
1747689795981,ETHUSDC,1747689795987,2517.98,0.050,2458.94,48.314
1747689795985,1000PEPEUSDT,1747689795996,0.0132300,402971,0.0131828,288308
1747689795950,BTCUSDC,1747689795999,105312.9,0.074,84248.6,0.000
1747689796001,SOLUSDT,1747689796002,165.8700,898.42,162.3500,185.29
1747689796058,MOODENGUSDT,1747689796064,0.2465300,413,0.2377500,1568
1747689796072,DOGEUSDT,1747689796072,0.223870,40041,0.179090,387
1747689796076,ETHUSDT,1747689796079,2516.65,3.597,200.00,26.897
1747689796088,BTCUSDT,1747689796089,105286.10,15.056,1000.00,64.028
1747689796082,ETHUSDC,1747689796096,2517.44,0.071,2481.41,7.979
1747689796092,1000PEPEUSDT,1747689796100,0.0132319,31599,0.0116424,1032
1747689796072,BTCUSDC,1747689796101,105323.8,0.118,101282.0,0.000
1747689796101,SOLUSDT,1747689796103,165.6700,180.46,160.6100,243.48
1747689796100,XRPUSDT,1747689796105,2.3770,13692.2,1.9016,62.8
1747689796161,MOODENGUSDT,1747689796173,0.2463600,0,0.2378800,331
1747689796170,DOGEUSDT,1747689796176,0.223860,91263,0.219520,41008
1747689796178,ETHUSDT,1747689796180,2516.55,138.627,2475.11,1.734
1747689796189,BTCUSDT,1747689796190,105286.20,0.008,1000.00,64.028
1747689796193,ETHUSDC,1747689796200,2517.49,0.598,2467.57,48.223
1747689796192,1000PEPEUSDT,1747689796203,0.0132319,31599,0.0128972,1936391
1747689796175,XRPUSDT,1747689796207,2.3770,13895.9,1.9016,59.1
1747689796207,BTCUSDC,1747689796210,105338.1,0.047,101282.0,1.173
1747689796210,SOLUSDT,1747689796222,165.6700,180.51,163.3500,2704.21
1747689796268,MOODENGUSDT,1747689796276,0.2464900,0,0.2214500,0
1747689796277,DOGEUSDT,1747689796278,0.223860,88705,0.201470,722
1747689796286,ETHUSDT,1747689796288,2517.46,10.517,200.00,26.897
1747689796281,BTCUSDT,1747689796293,105286.10,15.073,5000.00,0.736
1747689796285,1000PEPEUSDT,1747689796306,0.0132300,559716,0.0119069,0
1747689796300,ETHUSDC,1747689796313,,,2482.28,36.378
1747689796310,XRPUSDT,1747689796313,2.3770,13902.5,2.1392,135.4
